CANDIDATE,TIPO,PAIS,URL,DECISION,WHY,EVIDENCE,SOURCE_ID,STATUS,O_QUE_FALTA
Serbios,ORGANIZACAO,IT,https://www.serbios.it/,JA_REGISTADA,o atlas ja tem ficha para este endereco,docs/fontes/ATLAS-DE-FONTES-EAME.md,IT-T9-010,PROMOVIDA,
Vinitaly,ORGANIZACAO,IT,https://www.vinitaly.com/,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (73.3/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Vinitaly 2027 | 11 - 14 aprile · ancora: titulo da pagina: Vinitaly 2027 | 11 - 14 aprile,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou; frequencia de actualizacao, nunca medida"
Consorzio Tutela Vini d'Abruzzo — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/@VinidAbruzzo,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (63/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Vini d&#39;Abruzzo - YouTube · feed RSS declarado · platform_id UCJi1Vrelq8obdmS_UXP3T2g · ancora: platform_id UCJi1Vrelq8obdmS_UXP3T2g,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Valagro — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/@syngenta,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (68/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Syngenta - YouTube · feed RSS declarado · platform_id UCrH6tAf1fxYyrhxW5erXd9A · ancora: platform_id UCrH6tAf1fxYyrhxW5erXd9A,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
ARSAC Calabria — Azienda Regionale per lo Sviluppo dell'Agricoltura Calabrese — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCEg22ii3Awy6eyRybNqO-8Q,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (77/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Arsac web - YouTube · feed RSS declarado · platform_id UCEg22ii3Awy6eyRybNqO-8Q · ancora: platform_id UCEg22ii3Awy6eyRybNqO-8Q,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
CNR ISAFOM — Istituto per i Sistemi Agricoli e Forestali del Mediterraneo — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCOiX7jy7G-NMPtaA9QaNQrg,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (77/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ISAFOM CNR - YouTube · feed RSS declarado · platform_id UCOiX7jy7G-NMPtaA9QaNQrg · ancora: platform_id UCOiX7jy7G-NMPtaA9QaNQrg,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
UNINA Dipartimento di Agraria — Portici — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UC3HdHdHUZomg1l3K_UWv9PQ,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Dipartimento Agraria Unina - YouTube · feed RSS declarado · platform_id UC3HdHdHUZomg1l3K_UWv9PQ · ancora: platform_id UC3HdHdHUZomg1l3K_UWv9PQ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
AgroNotizie — canale YouTube,YOUTUBE,IT,https://www.youtube.com/@AgroNotizie,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_DIRECT_PLATFORM_ID; pais: SIM — dono italiano identificado na pagina; endereco responde HTTP 200; portao 7D = PASS (68/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: agronotizie - YouTube · feed RSS declarado · platform_id UC5lOJg4v2kFjMunah3fL23g · ancora: platform_id UC5lOJg4v2kFjMunah3fL23g,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
CRPV — Centro Ricerche Produzioni Vegetali — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/@rinovaricerche,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (76/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: RiNova - YouTube · feed RSS declarado · platform_id UCH-UMwlZXbrOb3RrL2GejMA · ancora: platform_id UCH-UMwlZXbrOb3RrL2GejMA,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Cantina Sociale Cooperativa Riunite e CIV — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCHm8wgnyeNFP2luUq_lMPMg,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (56/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Cantine Riunite &amp; CIV - YouTube · feed RSS declarado · platform_id UCHm8wgnyeNFP2luUq_lMPMg · ancora: platform_id UCHm8wgnyeNFP2luUq_lMPMg,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Cifo — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/user/cifospa,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (68/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Cifo Giardinaggio - YouTube · feed RSS declarado · platform_id UC4A5UdkaIvcbaA7z1mz-YdA · ancora: platform_id UC4A5UdkaIvcbaA7z1mz-YdA,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Conserve Italia — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCB3cnpKOvT56elhTKE7cjSg,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (56/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Conserve Italia - YouTube · feed RSS declarado · platform_id UCB3cnpKOvT56elhTKE7cjSg · ancora: platform_id UCB3cnpKOvT56elhTKE7cjSg,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Fondazione per l'Agricoltura F.lli Navarra — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/@fondazionenavarra_Ferrara,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (76/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Fondazione Navarra - YouTube · feed RSS declarado · platform_id UCm-f74uymvl9TOLWqf6GOpA · ancora: platform_id UCm-f74uymvl9TOLWqf6GOpA,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Granarolo — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCQX-qwzhBwwJaIFcLL3RI2w,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (56/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Granarolo - YouTube · feed RSS declarado · platform_id UCQX-qwzhBwwJaIFcLL3RI2w · ancora: platform_id UCQX-qwzhBwwJaIFcLL3RI2w,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Macfrut — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCS-EXLzpmRwcnJNsm9SWJdA,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (60/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Macfrut Video - YouTube · feed RSS declarado · platform_id UCS-EXLzpmRwcnJNsm9SWJdA · ancora: platform_id UCS-EXLzpmRwcnJNsm9SWJdA,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Terra e Vita — Edagricole — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCrCabYjtyqdzu1zXo95o7Jw,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Edagricole - YouTube · feed RSS declarado · platform_id UCrCabYjtyqdzu1zXo95o7Jw · ancora: platform_id UCrCabYjtyqdzu1zXo95o7Jw,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
UNIBO DISTAL — Dipartimento di Scienze e Tecnologie Agro-Alimentari — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCDNXhv9mPzYo5FQKkg_oSWw,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.","HTTP 200 · titulo: DISTAL Unibo, Scienze e Tecnologie agro-alimentari - YouTube · feed RSS declarado · platform_id UCDNXhv9mPzYo5FQKkg_oSWw · ancora: platform_id UCDNXhv9mPzYo5FQKkg_oSWw",,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
ARPA Lazio — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/@arpa_lazio,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (77/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ARPA LAZIO - YouTube · feed RSS declarado · platform_id UC1vKirvt0hzsqE9zQAs9nTw · ancora: platform_id UC1vKirvt0hzsqE9zQAs9nTw,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
ARPA Liguria — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCTK_ULXg3gzn8el_oFk-5eA,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (77/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Arpal Agenzia Regionale Protezione Ambiente Ligure - YouTube · feed RSS declarado · platform_id UCTK_ULXg3gzn8el_oFk-5eA · ancora: platform_id UCTK_ULXg3gzn8el_oFk-5eA,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
ARPA Lombardia — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCamw8rL1JPLjfa3Bx6ax8Eg,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (77/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ARPA Lombardia - YouTube · feed RSS declarado · platform_id UCamw8rL1JPLjfa3Bx6ax8Eg · ancora: platform_id UCamw8rL1JPLjfa3Bx6ax8Eg,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Confagricoltura Lombardia — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCfqqPifpfaZUI30hxiygmJw,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (65/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Confagricoltura Lombardia - YouTube · feed RSS declarado · platform_id UCfqqPifpfaZUI30hxiygmJw · ancora: platform_id UCfqqPifpfaZUI30hxiygmJw,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Consorzio di Bonifica Est Ticino Villoresi — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/@consorziodibonificaesttici5074,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (63/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Consorzio di Bonifica Est Ticino Villoresi - YouTube · feed RSS declarado · platform_id UCfYSI-_mzA0BWZwHcPrO0vg · ancora: platform_id UCfYSI-_mzA0BWZwHcPrO0vg,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Consorzio di Tutela del Grana Padano — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/@GranaPadanoDOP,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (63/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Grana Padano DOP - YouTube · feed RSS declarado · platform_id UC_yfE6hgWx4FBDCz1PmLjxw · ancora: platform_id UC_yfE6hgWx4FBDCz1PmLjxw,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Fondazione Minoprio — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/user/Fondazioneminoprio,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (76/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Fondazioneminoprio - YouTube · feed RSS declarado · platform_id UCiECZ69Hbfmcsu8O54r3geQ · ancora: platform_id UCiECZ69Hbfmcsu8O54r3geQ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
ARPA Marche — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCtBD35n-HE7x_MWnjc1kt7g,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (77/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ARPA MARCHE - YouTube · feed RSS declarado · platform_id UCtBD35n-HE7x_MWnjc1kt7g · ancora: platform_id UCtBD35n-HE7x_MWnjc1kt7g,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
ASSAM Marche — Agenzia Servizi Settore Agroalimentare delle Marche — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCpiryXByW32kGxQXTlbnSXA,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (80/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: AMAP Marche - YouTube · feed RSS declarado · platform_id UCpiryXByW32kGxQXTlbnSXA · ancora: platform_id UCpiryXByW32kGxQXTlbnSXA,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Regione Molise — Agricoltura — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCH_LCqE9qGb6TvpXwGudNbQ,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (77/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Regione Molise - YouTube · feed RSS declarado · platform_id UCH_LCqE9qGb6TvpXwGudNbQ · ancora: platform_id UCH_LCqE9qGb6TvpXwGudNbQ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
ANBI — Associazione Nazionale Consorzi di gestione e tutela del territorio e acque irrigue — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCFkdwOroXwCFMXHneVMeYqQ,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (65/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ANBI - Associazione Nazionale Consorzi di gestione e tutela  · feed RSS declarado · platform_id UCFkdwOroXwCFMXHneVMeYqQ · ancora: platform_id UCFkdwOroXwCFMXHneVMeYqQ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Assosementi — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCdJ3sb6r1X0pjU6XR9OMdGw,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ASSOSEMENTI - YouTube · feed RSS declarado · platform_id UCdJ3sb6r1X0pjU6XR9OMdGw · ancora: platform_id UCdJ3sb6r1X0pjU6XR9OMdGw,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
CIA — Agricoltori Italiani — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/user/CiaAgricoltori,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (65/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Cia-Agricoltori Italiani - YouTube · feed RSS declarado · platform_id UC0iNaYRRl9AJzjRxOHxIpsQ · ancora: platform_id UC0iNaYRRl9AJzjRxOHxIpsQ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
CONAF — Consiglio Ordine Nazionale Dottori Agronomi e Forestali — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UC4LCuwIcRPhrE2mFJ8ZXtLg,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (65/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: CONAF - dottori agronomi e dottori forestali - YouTube · feed RSS declarado · platform_id UC4LCuwIcRPhrE2mFJ8ZXtLg · ancora: platform_id UC4LCuwIcRPhrE2mFJ8ZXtLg,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Coldiretti — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCEgJbey3UogPJPmdlBEAjKQ,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (65/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Coldiretti - YouTube · feed RSS declarado · platform_id UCEgJbey3UogPJPmdlBEAjKQ · ancora: platform_id UCEgJbey3UogPJPmdlBEAjKQ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Confcooperative Fedagripesca — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UCJbuSrQ57Z-dAYGI7n2VwPg,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (72/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: fedagri confcooperative - YouTube · feed RSS declarado · platform_id UCJbuSrQ57Z-dAYGI7n2VwPg · ancora: platform_id UCJbuSrQ57Z-dAYGI7n2VwPg,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
Consorzi Agrari d'Italia — CAI — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/channel/UC84-4aKRmQbIG5eprbIaR9Q,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (65/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: Consorzi Agrari d&#39;Italia - YouTube · feed RSS declarado · platform_id UC84-4aKRmQbIG5eprbIaR9Q · ancora: platform_id UC84-4aKRmQbIG5eprbIaR9Q,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
FederBio — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/user/FederBioItalia,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (65/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: FederBioItalia - YouTube · feed RSS declarado · platform_id UCZb5Epldni2gfgoXoN15tGA · ancora: platform_id UCZb5Epldni2gfgoXoN15tGA,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
ISPRA — Istituto Superiore per la Protezione e la Ricerca Ambientale — Youtube ufficiale,YOUTUBE,IT,https://www.youtube.com/user/ISPRAVIDEO,EM_ANALISE,"prova de existencia, nao de entrega: dono PROVED_BY_OWNER_SITE; pais: SIM — declarado por dono italiano no proprio site; endereco responde HTTP 200; portao 7D = PASS (77/100). Falta o degrau que o atlas exige para virar ficha.",HTTP 200 · titulo: ISPRA - YouTube · feed RSS declarado · platform_id UCUpCShTEkFvbXHCQRiWczjQ · ancora: platform_id UCUpCShTEkFvbXHCQRiWczjQ,,EM_ANALISE,"um item real da fonte, aberto e identificado como o atlas exige das 140 ja registadas: endereco proprio do item, tipo, titulo, HTTP, content-type, bytes e data visivel. A sonda de 14/09 leu o titulo da pagina de entrada e parou"
